284,3423,231,66
285,2307,488,117
286,41,249,69
287,4132,199,59
288,516,246,69
289,3998,337,87
290,5467,229,65
291,1951,23,24
292,9080,385,97
293,8093,108,41
294,1138,216,63
295,500,227,65
296,9027,229,65
297,7831,423,104
298,355,230,66
299,6107,109,41
300,8196,245,69
301,5821,415,103
302,1127,236,67
303,3173,211,62
304,3897,247,69
305,2313,240,68
306,4301,324,84
307,463,196,59
308,7503,248,69
309,1422,247,69
310,4206,201,60
311,4602,199,59
312,42,210,62
313,3204,246,69
314,6,241,68
315,3,337,87
316,3644,105,41
317,7882,354,90
318,316,231,66
319,2407,83,36
320,4109,420,104
321,257,244,68
322,7794,239,67
323,8100,123,44
324,2292,245,69
325,8967,248,69
326,7507,190,58
327,5187,338,87
328,356,244,68
329,296,247,69
330,3947,247,69
331,174,246,69
332,8972,249,69
333,274,248,69
334,2161,180,56
335,8385,249,69
336,3799,249,69
337,1578,224,64
338,1934,244,68
339,617,317,83
340,3233,247,69
341,17,233,66
342,6641,119,43
343,1296,495,119
344,17,218,63
345,422,174,54
346,4921,242,68
347,7920,181,56
348,1192,249,69
349,5898,76,35
350,4906,164,52
351,8185,243,68
352,5683,244,68
353,6568,247,69
354,3521,249,69
355,114,248,69
356,617,248,69
357,3498,249,69
358,7924,378,95
359,38,340,88
360,2228,245,69
361,3473,247,69
362,3445,227,65
363,6668,341,88
364,2800,204,60
365,5342,246,69
366,720,186,57
367,2924,249,69
368,8684,241,68
369,442,219,63
370,1635,243,68
371,4647,181,56
372,1993,245,69
373,4968,242,68
374,480,114,42
375,688,163,52
376,5,30,26
377,7280,198,59
378,1058,171,54
379,2804,26,25
380,648,245,69
381,62,220,64
382,7928,194,58
383,2848,57,31
384,9200,131,46
385,1209,240,68
386,25,249,69
387,2,225,65
388,882,149,49
389,6743,222,64
390,2214,249,69
391,383,226,65
392,8534,249,69
393,81,246,69
394,5083,194,58
395,96,411,102
396,7538,248,69
397,2294,116,43
398,6064,249,69
399,3375,131,46
400,5553,335,87
401,103,90,38
402,8963,249,69
403,779,246,69
404,6574,249,69
405,5597,244,68
406,317,363,92
407,5809,249,69
408,9627,30,26
409,1192,159,51
410,2112,233,66
411,4303,242,68
412,3633,248,69
413,75,238,67
414,202,175,55
415,143,268,73
416,3420,247,69
417,4491,217,63
418,1000,373,94
419,5921,248,69
420,20,220,64
421,1622,247,69
422,2077,248,69
423,975,233,66
424,2,179,55
425,172,229,65
426,80,97,39
427,6196,163,52
428,8294,1,20
429,47,249,69
430,2806,247,69
431,8616,248,69
432,1532,200,60
433,4102,154,50
434,2938,236,67
435,6780,205,61
436,8500,246,69
437,6248,239,67
438,1485,249,69
439,6545,238,67
440,5605,356,91
441,7227,46,29
442,5127,186,57
443,2692,190,58
444,2552,205,61
445,4538,249,69
446,5735,198,59
447,207,248,69
448,402,99,39
449,7143,132,46
450,356,172,54
451,1004,249,69
452,7904,249,69
453,2330,245,69
454,417,244,68
455,4350,381,96
456,512,222,64
457,6079,360,92
458,216,244,68
459,3175,182,56
460,7641,246,69
461,4567,188,57
462,6947,66,33
463,5999,249,69
464,3513,192,58
465,5853,102,40
466,832,249,69
467,7756,247,69
468,337,240,68
469,1991,238,67
470,4218,249,69
471,1086,252,70
472,3719,249,69
473,6510,122,44
474,1617,239,67
475,1581,245,69
476,3623,249,69
477,8138,233,66
478,7777,168,53
479,2150,228,65
480,879,246,69
481,627,205,61
482,931,248,69
483,5638,226,65
484,2389,247,69
485,7390,248,69
486,883,247,69
487,1,298,79
488,857,70,34
489,4257,161,52
490,325,249,69
491,9214,101,40
492,140,9,21
493,449,486,117
494,2902,171,54
495,2198,49,29
496,7973,147,49
497,1670,247,69
498,7037,248,69
499,4563,242,68
500,1231,217,63
501,2119,183,56
502,5165,229,65
503,2956,249,69
504,744,247,69
505,4831,232,66
506,579,178,55
507,500,241,68
508,2674,234,66
509,1206,249,69
510,99,70,34
511,7738,468,113
512,2745,244,68
513,342,240,68
514,1955,19,23
515,4691,92,38
516,1519,248,69
517,1847,249,69
518,3632,424,104
519,131,251,70
520,270,76,35
521,1005,237,67
522,2105,217,63
523,5572,429,105
524,9196,249,69
525,7,249,69
526,8072,296,79
527,21,235,67
528,355,246,69
529,6078,190,58
530,63,229,65
531,1700,229,65
532,3649,41,28
533,3201,247,69
534,6469,169,53
535,59,413,102
536,2286,238,67
537,1310,350,90
538,8414,249,69
539,8126,260,72
540,386,333,86
541,8631,249,69
542,6755,426,105
543,2617,249,69
544,372,244,68
545,3964,245,69
546,5626,249,69
547,5233,241,68
548,7617,244,68
549,3083,168,53
550,9176,190,58
551,4094,233,66
552,2,491,118
553,1349,340,88
554,109,245,69
555,6434,244,68
556,364,136,47
557,1476,249,69
558,4897,281,76
559,3,276,75
560,329,184,56
561,235,340,88
562,4590,253,70
563,784,213,62
564,256,49,29
565,517,248,69
566,2077,10,22
567,3007,229,65
568,7355,312,82
569,1522,399,99
570,320,247,69
571,632,240,68
572,8424,188,57
573,1374,193,58
574,2705,238,67
575,2547,158,51
576,6,179,55
577,3864,158,51
578,2733,290,78
579,604,168,53
580,5264,229,65
581,6232,247,69
582,1082,242,68
583,4095,247,69
584,614,249,69
585,205,235,67
586,470,238,67
587,6069,248,69
588,4,248,69
589,5574,217,63
590,2771,246,69
591,525,214,62
592,8057,31,26
593,575,235,67
594,5490,227,65
595,96,229,65
596,8865,268,73
597,4123,245,69
598,481,244,68
599,2039,230,66
600,940,203,60
601,7684,220,64
602,9447,178,55
603,4180,464,112
604,6397,237,67
605,2686,242,68
606,4079,129,45
607,7481,216,63
608,3441,249,69
609,9047,242,68
610,3351,249,69
611,6215,220,64
612,8547,234,66
613,6168,248,69
614,4998,246,69
615,3593,249,69
616,6726,228,65
617,2761,87,37
618,174,247,69
619,6040,340,88
620,3129,244,68
621,636,247,69
622,14,248,69
623,5311,193,58
624,468,166,53
625,8835,90,38
626,5229,138,47
627,961,181,56
628,253,249,69
629,6173,12,22
630,1066,238,67
631,7535,248,69
632,7318,237,67
633,8706,455,111
634,3134,149,49
635,8235,248,69
636,1,248,69
637,972,249,69
638,736,249,69
639,4219,227,65
640,5109,202,60
641,736,233,66
642,1011,206,61
643,74,228,65
644,4424,4,20
645,1099,466,113
646,629,247,69
647,176,249,69
648,3450,249,69
649,77,248,69
650,5935,474,114
651,680,106,41
652,223,209,61
653,6430,235,67
654,3619,231,66
655,7939,243,68
656,17,248,69
657,5605,241,68
658,5361,50,30
659,6704,237,67
660,4819,248,69
661,1470,365,93
662,1184,222,64
663,21,340,88
664,3255,248,69
665,54,241,68
666,138,242,68
667,124,245,69
668,7902,308,81
669,4490,225,65
670,1289,210,62
671,6420,237,67
672,5152,213,62
673,5504,231,66
674,1433,210,62
675,7084,249,69
676,4973,246,69
677,2,249,69
678,5326,249,69
679,9397,244,68
680,303,249,69
681,4040,244,68
682,1329,129,45
683,2923,245,69
684,4210,247,69
685,5452,249,69
686,5871,216,63
687,1572,226,65
688,81,248,69
689,8619,230,66
690,4809,107,41
691,2804,237,67
692,9791,216,63
693,1957,144,48
694,3389,236,67
695,4,122,44
696,2010,180,56
697,13,73,34
698,1528,208,61
699,37,249,69
700,6020,86,37
701,18,215,63
702,1110,233,66
703,7,235,67
704,3199,384,96
705,7635,245,69
706,5171,236,67
707,4253,150,50
708,8715,249,69
709,1832,221,64
710,2507,232,66
711,708,373,94
712,85,244,68
713,5634,227,65
714,7419,74,34
715,2613,186,57
716,3591,214,62
717,322,342,88
718,9499,247,69
719,1182,215,63
720,223,247,69
721,6300,9,21
722,3785,232,66
723,3262,213,62
724,2861,484,116
725,42,249,69
726,1898,242,68
727,9473,219,63
728,3788,141,48
729,9863,227,65
730,2806,223,64
731,131,248,69
732,27,244,68
733,31,249,69
734,2327,237,67
735,3147,190,58
736,3668,240,68
737,2385,246,69
738,6321,249,69
739,5837,242,68
740,29,56,31
741,1295,226,65
742,219,242,68
743,9984,117,43
744,33,481,116
745,549,205,61
746,2467,241,68
747,4961,215,63
748,3908,119,43
749,3176,249,69
750,220,248,69
751,5295,124,44
752,2244,247,69
753,9279,245,69
754,729,138,47
755,3516,243,68
756,3027,380,96
757,6319,160,52
758,785,85,37
759,2023,242,68
760,6186,167,53
761,8227,244,68
762,5,195,59
763,6730,184,56
764,1338,238,67
765,5514,222,64
766,2528,228,65
767,657,431,106
768,4633,246,69
769,574,376,95
770,8858,52,30
771,689,225,65
772,5990,249,69
773,337,249,69
774,7155,189,57
775,1445,187,57
776,938,244,68
777,8281,243,68
778,7973,136,47
779,9155,245,69
780,131,156,51
781,5793,195,59
782,288,249,69
783,3392,31,26
784,535,63,32
785,6237,247,69
786,4137,249,69
787,4330,235,67
788,108,42,28
789,2169,375,95
790,2150,37,27
791,3325,112,42
792,163,226,65
793,74,249,69
794,472,249,69
795,747,242,68
796,5426,249,69
797,8681,297,79
798,22,221,64
799,5557,245,69
800,1092,217,63
801,1922,424,104
802,3386,249,69
803,1484,166,53
804,8589,30,26
805,3898,238,67
806,4701,247,69
807,240,73,34
808,4651,246,69
809,6759,286,77
810,741,249,69
811,481,249,69
812,155,248,69
813,8171,248,69
814,4349,180,56
815,1857,462,112
816,342,7,21
817,9069,114,42
818,9110,242,68
819,1946,267,73
820,335,249,69
821,739,8,21
822,680,235,67
823,4493,361,92
824,4227,225,65
825,6897,324,84
826,3391,249,69
827,8462,155,51
828,381,55,31
829,7400,26,25
830,2240,244,68
831,6941,179,55
832,240,93,38
833,1709,249,69
834,152,26,25
835,9702,244,68
836,8256,245,69
837,267,248,69
838,4514,51,30
839,114,242,68
840,1027,350,90
841,570,292,78
842,9516,248,69
843,3579,248,69
844,9543,230,66
845,4,231,66
846,5536,28,25
847,106,286,77
848,4001,222,64
849,9941,123,44
850,1290,456,111
851,26,245,69
852,571,247,69
853,1862,304,80
854,13,217,63
855,516,241,68
856,2151,230,66
857,616,233,66
858,3761,36,27
859,3651,202,60
860,896,193,58
861,17,249,69
862,2163,248,69
863,8668,249,69
864,4123,344,88
865,7088,489,117
866,8284,275,75
867,694,248,69
868,90,161,52
869,30,248,69
870,492,245,69
871,2214,166,53
872,5331,148,49
873,143,241,68
874,3067,145,49
875,8612,28,25
876,1129,413,102
877,7835,84,36
878,101,63,32
879,7874,132,46
880,5540,137,47
881,5365,178,55
882,3794,476,115
883,6367,152,50
884,4617,29,25
885,6800,289,77
886,149,244,68
887,3312,29,25
888,1,161,52
889,361,212,62
890,1656,248,69
891,1632,132,46
892,66,244,68
893,2837,247,69
894,111,235,67
895,8220,32,26
896,223,185,57
897,2486,115,43
898,3960,244,68
899,2160,243,68
900,205,244,68
901,418,245,69
902,3352,103,40
903,112,205,61
904,2147,244,68
905,191,6,21
906,1620,216,63
907,3622,227,65
908,6719,248,69
909,4193,329,85
910,3012,212,62
911,5829,159,51
912,374,245,69
913,2044,63,32
914,3058,314,82
915,159,161,52
916,403,242,68
917,8910,104,40
918,98,249,69
919,1264,211,62
920,1117,226,65
921,1774,136,47
922,6,249,69
923,436,39,27
924,231,24,24
925,5740,158,51
926,1638,220,64
927,1502,201,60
928,6047,44,28
929,1675,242,68
930,5553,218,63
931,5,367,93
932,7197,406,101
933,5100,370,94
934,1,249,69
935,2483,242,68
936,3045,319,83
937,48,208,61
938,8672,245,69
939,1668,249,69
940,150,248,69
941,5968,220,64
942,4646,248,69
943,130,230,66
944,9769,220,64
945,6150,134,46
946,22,80,36
947,4541,280,76
948,5760,238,67
949,6906,113,42
950,2043,242,68
951,100,496,119
952,592,248,69
953,3231,247,69
954,1842,431,106
955,635,214,62
956,189,249,69
957,45,67,33
958,320,247,69
959,743,248,69
960,4715,249,69
961,8015,138,47
962,7237,208,61
963,3809,196,59
964,9054,231,66
965,1384,236,67
966,5958,229,65
967,1614,249,69
968,3891,417,103
969,338,249,69
970,8754,234,66
971,3517,249,69
972,2016,178,55
973,7754,191,58
974,6787,248,69
975,6144,222,64
976,417,167,53
977,568,249,69
978,617,25,25
979,4340,247,69
980,888,249,69
981,3573,249,69
982,2417,485,117
983,63,248,69
984,9182,245,69
985,265,286,77
986,4651,122,44
987,9239,248,69
988,1638,35,27
989,5587,246,69
990,9785,217,63
991,5379,247,69
992,444,420,104
993,588,231,66
994,6656,289,77
995,4192,249,69
996,8481,246,69
997,317,236,67
998,572,246,69
999,2728,247,69
1000,2535,166,53
1001,84,247,69
1002,1846,249,69
1003,966,50,30
1004,7896,249,69
1005,33,262,72
1006,3411,94,38
1007,51,90,38
1008,5641,243,68
1009,587,209,61
1010,415,271,74
1011,4558,248,69
1012,167,28,25
1013,2825,240,68
1014,99,249,69
1015,3071,200,60
1016,5296,184,56
1017,6036,248,69
1018,4714,249,69
1019,9612,207,61
1020,198,249,69
1021,2052,144,48
1022,6675,220,64
1023,2578,208,61
1024,6737,127,45
1025,183,249,69
1026,3946,75,35
1027,206,121,44
1028,4252,171,54
1029,131,126,45
1030,5151,174,54
1031,1174,232,66
1032,916,248,69
1033,3566,460,112
1034,407,206,61
1035,3122,242,68
1036,3716,249,69
1037,31,234,66
1038,2751,211,62
1039,9783,241,68
1040,910,248,69
1041,1327,337,87
1042,8521,223,64
1043,4569,207,61
1044,295,94,38
1045,1029,271,74
1046,2003,177,55
1047,1083,127,45
1048,5955,330,86
1049,5301,424,104
1050,2481,244,68
1051,926,249,69
1052,859,241,68
1053,2796,68,33
1054,8201,220,64
1055,247,247,69
1056,4050,221,64
1057,173,211,62
1058,4,78,35
1059,182,247,69
1060,3439,231,66
1061,46,249,69
1062,116,238,67
1063,5973,256,71
1064,969,223,64
1065,7078,76,35
1066,6118,248,69
1067,8206,249,69
1068,2438,233,66
1069,7768,237,67
1070,8964,249,69
1071,3612,204,60
1072,3011,139,47
1073,204,210,62
1074,2796,245,69
1075,5462,248,69
1076,5124,79,35
1077,206,62,32
1078,367,314,82
1079,4778,224,64
1080,1695,217,63
1081,906,247,69
1082,4522,247,69
1083,695,248,69
1084,4042,248,69
1085,3136,204,60
1086,317,248,69
1087,275,143,48
1088,7784,243,68
1089,795,236,67
1090,3238,249,69
1091,2710,244,68
1092,6662,176,55
1093,106,249,69
1094,3240,91,38
1095,2493,441,108
1096,1029,85,37
1097,287,470,114
1098,9915,234,66
1099,237,188,57
1100,3209,150,50
1101,459,131,46
1102,7457,239,67
1103,2114,126,45
1104,4512,133,46
1105,246,246,69
1106,5646,170,54
1107,2705,209,61
1108,1091,193,58
1109,3246,286,77
1110,1642,249,69
1111,7555,143,48
1112,7360,249,69
1113,5013,20,24
1114,2117,17,23
1115,2355,249,69
1116,3186,159,51
1117,5772,234,66
1118,47,246,69
1119,302,134,46
1120,9022,242,68
1121,9398,155,51
1122,9823,225,65
1123,724,243,68
1124,114,45,29
1125,464,222,64
1126,8035,249,69
1127,514,119,43
1128,138,346,89
1129,3697,207,61
1130,6166,249,69
1131,3514,241,68
1132,6107,241,68
1133,5959,32,26
1134,3208,367,93
1135,3346,221,64
1136,703,214,62
1137,473,245,69
1138,14,227,65
1139,3272,248,69
1140,985,97,39
1141,4082,247,69
1142,7404,12,22
1143,9197,434,106
1144,6224,209,61
1145,2960,207,61
1146,4287,248,69
1147,8430,233,66
1148,2341,161,52
1149,787,249,69
1150,3973,21,24
1151,3145,280,76
1152,1609,105,41
1153,214,233,66
1154,643,148,49
1155,3200,210,62
1156,2441,247,69
1157,5873,240,68
1158,42,140,48
1159,1068,27,25
1160,856,5,21
1161,1781,370,94
1162,9929,241,68
1163,1429,227,65
1164,10,179,55
1165,2754,178,55
1166,2560,249,69
1167,2968,298,79
1168,7269,163,52
1169,1119,249,69
1170,1582,287,77
1171,4385,275,75
1172,99,234,66
1173,580,248,69
1174,238,210,62
1175,1,232,66
1176,1824,235,67
1177,1463,234,66
1178,5731,119,43
1179,8066,97,39
1180,1661,234,66
1181,1909,309,81
1182,2529,442,108
1183,6549,240,68
1184,4373,248,69
1185,2079,249,69
1186,15,248,69
1187,8825,248,69
1188,2929,247,69
1189,808,161,52
1190,5422,244,68
1191,170,248,69
1192,4921,222,64
1193,3378,230,66
1194,687,227,65
1195,578,174,54
1196,8039,170,54
1197,3268,237,67
1198,4195,238,67
1199,5615,243,68
1200,2693,247,69
1201,1313,213,62
1202,1011,244,68
1203,4591,20,24
1204,2269,399,99
1205,2948,247,69
1206,580,172,54
1207,1372,360,92
1208,306,378,95
1209,1562,234,66
1210,1808,188,57
1211,91,242,68
1212,910,175,55
1213,5122,373,94
1214,18,229,65
1215,638,212,62
1216,4419,196,59
1217,114,445,109
1218,8199,99,39
1219,6897,238,67
1220,5399,239,67
1221,3467,429,105
1222,17,393,98
1223,8221,247,69
1224,8090,244,68
1225,4045,242,68
1226,8579,140,48
1227,4107,246,69
1228,1494,240,68
1229,294,234,66
1230,6659,235,67
1231,9454,227,65
1232,8,249,69
1233,2097,343,88
1234,7259,244,68
1235,958,203,60
1236,4306,284,76
1237,3101,160,52
1238,7160,229,65
1239,8039,126,45
1240,5774,217,63
1241,50,163,52
1242,667,152,50
1243,8249,185,57
1244,39,249,69
1245,39,255,71
1246,2426,249,69
1247,1249,221,64
1248,116,74,34
1249,1957,394,98
1250,89,125,45
1251,2925,126,45
1252,4081,249,69
1253,1905,226,65
1254,3087,242,68
1255,532,243,68
1256,7398,244,68
1257,9918,248,69
1258,9906,303,80
1259,5649,249,69
1260,9570,72,34
1261,8546,228,65
1262,6993,245,69
1263,9601,363,92
1264,70,235,67
1265,7958,248,69
1266,284,233,66
1267,8295,78,35
1268,2756,241,68
1269,822,249,69
1270,4551,221,64
1271,1525,217,63
1272,6422,238,67
1273,4191,83,36
1274,845,237,67
1275,7200,245,69
1276,428,104,40
1277,5388,249,69
1278,26,147,49
1279,9518,248,69
1280,186,2,20
1281,869,244,68
1282,904,247,69
1283,101,59,31
1284,2994,238,67
1285,8010,246,69
1286,7874,244,68
1287,5638,161,52
1288,4438,237,67
1289,2357,389,97
1290,6267,242,68
1291,485,482,116
1292,115,383,96
1293,13,248,69
1294,4388,249,69
1295,758,87,37
1296,7632,209,61
1297,85,247,69
1298,5841,247,69
1299,9774,243,68
1300,3163,271,74
1301,2783,231,66
1302,286,245,69
1303,192,49,29
1304,4503,193,58
1305,6097,230,66
1306,8962,489,117
1307,2075,249,69
1308,8907,226,65
1309,401,197,59
1310,2417,228,65
1311,1593,240,68
1312,12,226,65
1313,2850,87,37
1314,4440,219,63
1315,109,246,69
1316,1650,190,58
1317,4527,208,61
1318,8082,74,34
1319,1595,208,61
1320,1798,247,69
1321,11,239,67
1322,308,227,65
1323,1754,248,69
1324,9268,194,58
1325,5182,231,66
1326,70,248,69
1327,6625,249,69
1328,3585,241,68
1329,8085,245,69
1330,7478,495,119
1331,2383,245,69
1332,3895,248,69
1333,6973,219,63
1334,9236,246,69
1335,87,238,67
1336,1674,248,69
1337,5629,205,61
1338,3569,248,69
1339,4798,211,62
1340,6036,236,67
1341,3,19,23
1342,2766,56,31
1343,9233,248,69
1344,292,12,22
1345,1476,249,69
1346,7361,3,20
1347,905,227,65
1348,8,248,69
1349,9993,459,111
1350,1330,249,69
1351,1356,108,41
1352,432,248,69
1353,1205,80,36
1354,795,249,69
1355,1293,249,69
1356,1996,239,67
1357,8241,422,104
1358,366,250,70
1359,85,240,68
1360,5311,228,65
1361,1490,203,60
1362,1136,166,53
1363,48,240,68
1364,6582,249,69
1365,1171,247,69
1366,243,152,50
1367,8809,240,68
1368,6686,244,68
1369,248,249,69
1370,1024,222,64
1371,234,114,42
1372,7637,249,69
1373,5301,249,69
1374,8534,66,33
1375,1728,179,55
1376,810,84,36
1377,573,194,58
1378,2275,243,68
1379,9394,244,68
1380,1336,243,68
1381,2105,221,64
1382,3,237,67
1383,7532,50,30
1384,4590,249,69
1385,8505,480,116
1386,2817,249,69
1387,5667,236,67
1388,170,227,65
1389,2154,249,69
1390,871,257,71
1391,4913,207,61
1392,4489,356,91
1393,361,248,69
1394,563,248,69
1395,1847,200,60
1396,2162,270,74
1397,128,228,65
1398,786,440,108
1399,923,391,98
1400,9891,246,69
1401,8909,219,63
1402,873,157,51
1403,8543,235,67
1404,316,238,67
1405,2194,229,65
1406,690,248,69
1407,18,342,88
1408,109,246,69
1409,55,242,68
1410,1437,224,64
1411,8596,39,27
1412,1453,249,69
1413,985,178,55
1414,3,195,59
1415,3695,249,69
1416,6926,213,62
1417,2800,248,69
1418,618,231,66
1419,2939,235,67
1420,6993,249,69
1421,7782,249,69
1422,304,326,85
1423,7,245,69
1424,206,249,69
1425,3633,220,64
1426,3444,218,63
1427,1262,412,102
1428,3183,174,54
1429,3820,207,61
1430,758,246,69
1431,3333,249,69
1432,5961,249,69
1433,528,249,69
1434,3072,110,42
1435,1897,238,67
1436,5947,243,68
1437,2340,366,93
1438,555,223,64
1439,452,239,67
1440,3512,70,34
1441,7824,247,69
1442,1152,246,69
1443,202,293,78
1444,8056,119,43
1445,2223,247,69
1446,9497,249,69
1447,756,125,45
1448,224,224,64
1449,5800,156,51
1450,704,247,69
1451,79,249,69
1452,2593,209,61
1453,9420,130,46
1454,51,247,69
1455,127,177,55
1456,9741,479,115
1457,6917,242,68
1458,535,424,104
1459,504,248,69
1460,5215,161,52
1461,877,157,51
1462,5380,209,61
1463,1965,262,72
1464,42,247,69
1465,3314,242,68
1466,1571,176,55
1467,1259,296,79
1468,509,242,68
1469,4086,244,68
1470,2528,125,45
1471,8893,225,65
1472,5440,103,40
1473,6570,414,102
1474,5516,249,69
1475,85,229,65
1476,5179,238,67
1477,261,231,66
1478,8874,199,59
1479,1093,249,69
1480,6375,297,79
1481,1055,247,69
1482,3129,169,53
1483,90,99,39
1484,9872,138,47
1485,50,224,64
1486,2252,249,69
1487,9613,247,69
1488,6122,88,37
1489,308,219,63
1490,6731,245,69
1491,9689,215,63
1492,4075,248,69
1493,9754,205,61
1494,5468,243,68
1495,3377,216,63
1496,479,296,79
1497,5288,105,41
1498,3296,63,32
1499,3048,209,61
1500,2969,193,58
1501,41,249,69
1502,3898,249,69
1503,511,236,67
1504,6888,237,67
1505,8580,180,56
1506,4245,313,82
1507,364,244,68
1508,32,247,69
1509,7476,89,37
1510,2409,232,66
1511,1079,153,50
1512,1198,249,69
1513,2273,320,84
1514,7506,249,69
1515,2326,236,67
1516,4094,215,63
1517,1807,245,69
1518,3359,182,56
1519,4427,236,67
1520,17,202,60
1521,36,162,52
1522,2523,246,69
1523,9432,212,62
1524,1744,42,28
1525,1181,300,80
1526,794,173,54
1527,3683,191,58
1528,5132,249,69
1529,2880,204,60
1530,115,249,69
1531,9770,129,45
1532,3069,235,67
1533,9992,248,69
1534,35,173,54
1535,2889,249,69
1536,659,202,60
1537,6016,120,44
1538,6908,125,45
1539,940,246,69
1540,3396,183,56
1541,230,14,22
1542,967,120,44
1543,2313,249,69
1544,6901,249,69
1545,3654,351,90
1546,10,201,60
1547,4529,205,61
1548,1,170,54
